CMS Certification Number (CCN),Provider Name,Provider Address,City/Town,State,ZIP Code,Survey Date,Survey Type,Deficiency Prefix,Deficiency Category,Deficiency Tag Number,Deficiency Description,Scope Severity Code,Deficiency Corrected,Correction Date,Inspection Cycle,Standard Deficiency,Complaint Deficiency,Infection Control Inspection Deficiency,Citation under IDR,Citation under IIDR,Location,Processing Date
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2024-04-25,Health,F,Quality of Life and Care Deficiencies,0692,Provide enough food/fluids to maintain a resident's health.,G,"Deficient, Provider has date of correction",2024-05-09,3,Y,N,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2024-04-25,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",D,"Deficient, Provider has date of correction",2024-05-09,3,Y,N,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2024-04-25,Health,F,Pharmacy Service Deficiencies,0760,Ensure that residents are free from significant medication errors.,D,"Deficient, Provider has date of correction",2024-05-09,3,Y,N,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2024-04-25,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2024-05-09,3,Y,N,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2024-03-28,Health,F,Resident Rights Deficiencies,0557,Honor the resident's right to be treated with respect and dignity and to retain and use personal possessions.,D,"Deficient, Provider has date of correction",2024-04-22,3,N,Y,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2024-03-28,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0610,Respond appropriately to all alleged violations.,D,"Deficient, Provider has date of correction",2024-04-22,3,N,Y,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2024-03-28,Health,F,Resident Assessment and Care Planning Deficiencies,0641,Ensure each resident receives an accurate assessment.,D,"Deficient, Provider has date of correction",2024-04-22,3,N,Y,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2024-03-28,Health,F,Resident Assessment and Care Planning Deficiencies,0655,Create and put into place a plan for meeting the resident's most immediate needs within 48 hours of being admitted,D,"Deficient, Provider has date of correction",2024-04-22,3,N,Y,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2024-03-28,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2024-04-22,3,N,Y,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2023-12-04,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0600,"Protect each resident from all types of abuse such as physical, mental, sexual abuse, physical punishment, and neglect by anybody.",G,"Deficient, Provider has date of correction",2023-12-19,3,N,Y,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2023-12-04,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0609,"Timely report suspected abuse, neglect, or theft and report the results of the investigation to proper authorities.",D,"Deficient, Provider has date of correction",2023-12-19,3,N,Y,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2023-12-04,Health,F,Resident Assessment and Care Planning Deficiencies,0635,Provide doctor's orders for the resident's immediate care at the time the resident was admitted.,D,"Deficient, Provider has date of correction",2023-12-19,3,N,Y,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2023-10-25,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",G,"Deficient, Provider has date of correction",2023-11-10,3,N,Y,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275035,MISSOULA HEALTH & REHABILITATION CENTER,3018 RATTLESNAKE DR,MISSOULA,MT,59802,2026-03-26,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",F,"Deficient, Provider has date of correction",2026-04-13,1,Y,N,N,N,N,"3018 RATTLESNAKE DR,MISSOULA,MT,59802",2026-08-01
275035,MISSOULA HEALTH & REHABILITATION CENTER,3018 RATTLESNAKE DR,MISSOULA,MT,59802,2026-03-26,Health,F,Pharmacy Service Deficiencies,0761,"Ensure drugs and biologicals used in the facility are labeled in accordance with currently accepted professional principles; and all drugs and biologicals must be stored in locked compartments, separately locked, compartments for controlled drugs.",E,"Deficient, Provider has date of correction",2026-04-13,1,Y,N,N,N,N,"3018 RATTLESNAKE DR,MISSOULA,MT,59802",2026-08-01
275035,MISSOULA HEALTH & REHABILITATION CENTER,3018 RATTLESNAKE DR,MISSOULA,MT,59802,2026-03-26,Health,F,Resident Rights Deficiencies,0578,"Honor the resident's right to request, refuse, and/or discontinue treatment, to participate in or refuse to participate in experimental research, and to formulate an advance directive.",D,"Deficient, Provider has date of correction",2026-04-13,1,Y,N,N,N,N,"3018 RATTLESNAKE DR,MISSOULA,MT,59802",2026-08-01
275035,MISSOULA HEALTH & REHABILITATION CENTER,3018 RATTLESNAKE DR,MISSOULA,MT,59802,2026-03-26,Health,F,Resident Assessment and Care Planning Deficiencies,0641,Ensure each resident receives an accurate assessment.,D,"Deficient, Provider has date of correction",2026-04-13,1,Y,N,N,N,N,"3018 RATTLESNAKE DR,MISSOULA,MT,59802",2026-08-01
275035,MISSOULA HEALTH & REHABILITATION CENTER,3018 RATTLESNAKE DR,MISSOULA,MT,59802,2026-03-26,Health,F,Quality of Life and Care Deficiencies,0686,Provide appropriate pressure ulcer care and prevent new ulcers from developing.,D,"Deficient, Provider has date of correction",2026-04-13,1,Y,N,N,N,N,"3018 RATTLESNAKE DR,MISSOULA,MT,59802",2026-08-01
275035,MISSOULA HEALTH & REHABILITATION CENTER,3018 RATTLESNAKE DR,MISSOULA,MT,59802,2026-03-26,Health,F,Resident Assessment and Care Planning Deficiencies,0842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,D,"Deficient, Provider has date of correction",2026-04-13,1,Y,N,N,N,N,"3018 RATTLESNAKE DR,MISSOULA,MT,59802",2026-08-01
275035,MISSOULA HEALTH & REHABILITATION CENTER,3018 RATTLESNAKE DR,MISSOULA,MT,59802,2025-02-13,Health,F,Resident Rights Deficiencies,0584,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",E,"Deficient, Provider has date of correction",2025-03-26,2,Y,N,N,N,N,"3018 RATTLESNAKE DR,MISSOULA,MT,59802",2026-08-01
275035,MISSOULA HEALTH & REHABILITATION CENTER,3018 RATTLESNAKE DR,MISSOULA,MT,59802,2025-02-13,Health,F,Quality of Life and Care Deficiencies,0675,"Honor each resident's preferences, choices, values and beliefs.",E,"Deficient, Provider has date of correction",2025-03-26,2,Y,N,N,N,N,"3018 RATTLESNAKE DR,MISSOULA,MT,59802",2026-08-01
275035,MISSOULA HEALTH & REHABILITATION CENTER,3018 RATTLESNAKE DR,MISSOULA,MT,59802,2025-02-13,Health,F,Resident Assessment and Care Planning Deficiencies,0636,"Assess the resident completely in a timely manner  when first admitted, and then periodically, at least every 12 months.",D,"Deficient, Provider has date of correction",2025-03-26,2,Y,N,N,N,N,"3018 RATTLESNAKE DR,MISSOULA,MT,59802",2026-08-01
275035,MISSOULA HEALTH & REHABILITATION CENTER,3018 RATTLESNAKE DR,MISSOULA,MT,59802,2025-02-13,Health,F,Quality of Life and Care Deficiencies,0677,Provide care and assistance to perform activities of daily living for any resident who is unable.,D,"Deficient, Provider has date of correction",2025-03-26,2,Y,N,N,N,N,"3018 RATTLESNAKE DR,MISSOULA,MT,59802",2026-08-01
275035,MISSOULA HEALTH & REHABILITATION CENTER,3018 RATTLESNAKE DR,MISSOULA,MT,59802,2025-02-13,Health,F,Quality of Life and Care Deficiencies,0679,Provide activities to meet all resident's needs.,D,"Deficient, Provider has date of correction",2025-03-26,2,Y,N,N,N,N,"3018 RATTLESNAKE DR,MISSOULA,MT,59802",2026-08-01
275035,MISSOULA HEALTH & REHABILITATION CENTER,3018 RATTLESNAKE DR,MISSOULA,MT,59802,2025-02-13,Health,F,Quality of Life and Care Deficiencies,0688,"Provide appropriate care for a resident to maintain and/or improve range of motion (ROM), limited ROM and/or mobility, unless a decline is for a medical reason.",D,"Deficient, Provider has date of correction",2025-03-26,2,Y,N,N,N,N,"3018 RATTLESNAKE DR,MISSOULA,MT,59802",2026-08-01
275035,MISSOULA HEALTH & REHABILITATION CENTER,3018 RATTLESNAKE DR,MISSOULA,MT,59802,2025-02-13,Health,F,Quality of Life and Care Deficiencies,0697,"Provide safe, appropriate pain management for a resident who requires such services.",D,"Deficient, Provider has date of correction",2025-03-26,2,Y,N,N,N,N,"3018 RATTLESNAKE DR,MISSOULA,MT,59802",2026-08-01
275035,MISSOULA HEALTH & REHABILITATION CENTER,3018 RATTLESNAKE DR,MISSOULA,MT,59802,2025-02-13,Health,F,Pharmacy Service Deficiencies,0760,Ensure that residents are free from significant medication errors.,D,"Deficient, Provider has date of correction",2025-03-26,2,Y,N,N,N,N,"3018 RATTLESNAKE DR,MISSOULA,MT,59802",2026-08-01
275035,MISSOULA HEALTH & REHABILITATION CENTER,3018 RATTLESNAKE DR,MISSOULA,MT,59802,2025-02-13,Health,F,Quality of Life and Care Deficiencies,0791,Provide or obtain dental services for each resident.,D,"Deficient, Provider has date of correction",2025-03-26,2,Y,N,N,N,N,"3018 RATTLESNAKE DR,MISSOULA,MT,59802",2026-08-01
275035,MISSOULA HEALTH & REHABILITATION CENTER,3018 RATTLESNAKE DR,MISSOULA,MT,59802,2025-02-13,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",D,"Deficient, Provider has date of correction",2025-03-26,2,Y,N,N,N,N,"3018 RATTLESNAKE DR,MISSOULA,MT,59802",2026-08-01
275035,MISSOULA HEALTH & REHABILITATION CENTER,3018 RATTLESNAKE DR,MISSOULA,MT,59802,2025-02-13,Health,F,Administration Deficiencies,0849,Arrange for the provision of hospice services or assist the resident in transferring to a facility that will arrange for the provision of hospice services.,D,"Deficient, Provider has date of correction",2025-03-26,2,Y,N,N,N,N,"3018 RATTLESNAKE DR,MISSOULA,MT,59802",2026-08-01
275035,MISSOULA HEALTH & REHABILITATION CENTER,3018 RATTLESNAKE DR,MISSOULA,MT,59802,2025-02-13,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2025-03-26,2,Y,N,N,N,N,"3018 RATTLESNAKE DR,MISSOULA,MT,59802",2026-08-01
275035,MISSOULA HEALTH & REHABILITATION CENTER,3018 RATTLESNAKE DR,MISSOULA,MT,59802,2024-02-15,Health,F,Pharmacy Service Deficiencies,0761,"Ensure drugs and biologicals used in the facility are labeled in accordance with currently accepted professional principles; and all drugs and biologicals must be stored in locked compartments, separately locked, compartments for controlled drugs.",F,"Deficient, Provider has date of correction",2024-03-26,3,Y,N,N,N,N,"3018 RATTLESNAKE DR,MISSOULA,MT,59802",2026-08-01
275035,MISSOULA HEALTH & REHABILITATION CENTER,3018 RATTLESNAKE DR,MISSOULA,MT,59802,2024-02-15,Health,F,Resident Rights Deficiencies,0585,Honor the resident's right to voice grievances without discrimination or reprisal and the facility must establish a grievance policy and make prompt efforts to resolve grievances.,E,"Deficient, Provider has date of correction",2024-03-26,3,Y,N,N,N,N,"3018 RATTLESNAKE DR,MISSOULA,MT,59802",2026-08-01
275035,MISSOULA HEALTH & REHABILITATION CENTER,3018 RATTLESNAKE DR,MISSOULA,MT,59802,2024-02-15,Health,F,Pharmacy Service Deficiencies,0759,Ensure medication error rates are not 5 percent or greater.,E,"Deficient, Provider has date of correction",2024-03-26,3,Y,N,N,N,N,"3018 RATTLESNAKE DR,MISSOULA,MT,59802",2026-08-01
275035,MISSOULA HEALTH & REHABILITATION CENTER,3018 RATTLESNAKE DR,MISSOULA,MT,59802,2024-02-15,Health,F,Nutrition and Dietary Deficiencies,0800,"Provide each resident with a nourishing, palatable, well-balanced diet that meets his or her daily nutritional and special dietary needs.",E,"Deficient, Provider has date of correction",2024-03-26,3,Y,N,N,N,N,"3018 RATTLESNAKE DR,MISSOULA,MT,59802",2026-08-01
275035,MISSOULA HEALTH & REHABILITATION CENTER,3018 RATTLESNAKE DR,MISSOULA,MT,59802,2024-02-15,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2024-03-26,3,Y,N,N,N,N,"3018 RATTLESNAKE DR,MISSOULA,MT,59802",2026-08-01
275035,MISSOULA HEALTH & REHABILITATION CENTER,3018 RATTLESNAKE DR,MISSOULA,MT,59802,2024-02-15,Health,F,Resident Rights Deficiencies,0550,"Honor the resident's right to a dignified existence, self-determination, communication, and to exercise his or her rights.",D,"Deficient, Provider has date of correction",2024-03-26,3,Y,N,N,N,N,"3018 RATTLESNAKE DR,MISSOULA,MT,59802",2026-08-01
275035,MISSOULA HEALTH & REHABILITATION CENTER,3018 RATTLESNAKE DR,MISSOULA,MT,59802,2024-02-15,Health,F,Resident Assessment and Care Planning Deficiencies,0657,"Develop the complete care plan within 7 days of the comprehensive assessment; and prepared, reviewed, and revised by a team of health professionals.",D,"Deficient, Provider has date of correction",2024-03-26,3,Y,Y,N,N,N,"3018 RATTLESNAKE DR,MISSOULA,MT,59802",2026-08-01
275035,MISSOULA HEALTH & REHABILITATION CENTER,3018 RATTLESNAKE DR,MISSOULA,MT,59802,2024-02-15,Health,F,Quality of Life and Care Deficiencies,0677,Provide care and assistance to perform activities of daily living for any resident who is unable.,D,"Deficient, Provider has date of correction",2024-03-26,3,Y,N,N,N,N,"3018 RATTLESNAKE DR,MISSOULA,MT,59802",2026-08-01
275035,MISSOULA HEALTH & REHABILITATION CENTER,3018 RATTLESNAKE DR,MISSOULA,MT,59802,2024-02-15,Health,F,Quality of Life and Care Deficiencies,0690,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",D,"Deficient, Provider has date of correction",2024-03-26,3,Y,N,N,N,N,"3018 RATTLESNAKE DR,MISSOULA,MT,59802",2026-08-01
275040,LIBBY CARE CENTER,308 E THIRD ST,LIBBY,MT,59923,2026-06-02,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,D,Past Non-Compliance,,1,N,Y,N,N,N,"308 E THIRD ST,LIBBY,MT,59923",2026-08-01
275040,LIBBY CARE CENTER,308 E THIRD ST,LIBBY,MT,59923,2025-06-30,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",2025-08-04,1,Y,Y,N,N,N,"308 E THIRD ST,LIBBY,MT,59923",2026-08-01
275040,LIBBY CARE CENTER,308 E THIRD ST,LIBBY,MT,59923,2025-06-30,Health,F,Resident Rights Deficiencies,0578,"Honor the resident's right to request, refuse, and/or discontinue treatment, to participate in or refuse to participate in experimental research, and to formulate an advance directive.",E,"Deficient, Provider has date of correction",2025-08-04,1,Y,N,N,N,N,"308 E THIRD ST,LIBBY,MT,59923",2026-08-01
275040,LIBBY CARE CENTER,308 E THIRD ST,LIBBY,MT,59923,2025-06-30,Health,F,Pharmacy Service Deficiencies,0761,"Ensure drugs and biologicals used in the facility are labeled in accordance with currently accepted professional principles; and all drugs and biologicals must be stored in locked compartments, separately locked, compartments for controlled drugs.",E,"Deficient, Provider has date of correction",2025-08-04,1,Y,Y,N,N,N,"308 E THIRD ST,LIBBY,MT,59923",2026-08-01
275040,LIBBY CARE CENTER,308 E THIRD ST,LIBBY,MT,59923,2025-06-30,Health,F,Resident Rights Deficiencies,0550,"Honor the resident's right to a dignified existence, self-determination, communication, and to exercise his or her rights.",D,"Deficient, Provider has date of correction",2025-08-04,1,Y,N,N,N,N,"308 E THIRD ST,LIBBY,MT,59923",2026-08-01
275040,LIBBY CARE CENTER,308 E THIRD ST,LIBBY,MT,59923,2025-03-27,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,E,"Deficient, Provider has date of correction",2025-05-09,2,N,Y,N,N,N,"308 E THIRD ST,LIBBY,MT,59923",2026-08-01
275040,LIBBY CARE CENTER,308 E THIRD ST,LIBBY,MT,59923,2025-03-27,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,D,"Deficient, Provider has date of correction",2025-05-09,2,N,Y,N,N,N,"308 E THIRD ST,LIBBY,MT,59923",2026-08-01
275040,LIBBY CARE CENTER,308 E THIRD ST,LIBBY,MT,59923,2025-03-27,Health,F,Quality of Life and Care Deficiencies,0740,Ensure each resident must receive and the facility must provide necessary behavioral health care and services.,D,"Deficient, Provider has date of correction",2025-05-09,2,N,Y,N,N,N,"308 E THIRD ST,LIBBY,MT,59923",2026-08-01
275040,LIBBY CARE CENTER,308 E THIRD ST,LIBBY,MT,59923,2025-03-27,Health,F,Pharmacy Service Deficiencies,0755,Provide pharmaceutical services to meet the needs of each resident and employ or obtain the services of a licensed pharmacist.,D,"Deficient, Provider has date of correction",2025-05-09,2,N,Y,N,N,N,"308 E THIRD ST,LIBBY,MT,59923",2026-08-01
275040,LIBBY CARE CENTER,308 E THIRD ST,LIBBY,MT,59923,2024-08-15,Health,F,Resident Assessment and Care Planning Deficiencies,0655,Create and put into place a plan for meeting the resident's most immediate needs within 48 hours of being admitted,D,"Deficient, Provider has date of correction",2024-09-11,2,Y,N,N,N,N,"308 E THIRD ST,LIBBY,MT,59923",2026-08-01
275040,LIBBY CARE CENTER,308 E THIRD ST,LIBBY,MT,59923,2024-08-15,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",D,"Deficient, Provider has date of correction",2024-09-11,2,Y,N,N,N,N,"308 E THIRD ST,LIBBY,MT,59923",2026-08-01
275040,LIBBY CARE CENTER,308 E THIRD ST,LIBBY,MT,59923,2023-08-17,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0600,"Protect each resident from all types of abuse such as physical, mental, sexual abuse, physical punishment, and neglect by anybody.",G,"Deficient, Provider has date of correction",2023-09-15,3,Y,Y,N,N,N,"308 E THIRD ST,LIBBY,MT,59923",2026-08-01
275040,LIBBY CARE CENTER,308 E THIRD ST,LIBBY,MT,59923,2023-08-17,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,G,"Deficient, Provider has date of correction",2023-09-15,3,Y,Y,N,N,N,"308 E THIRD ST,LIBBY,MT,59923",2026-08-01
275040,LIBBY CARE CENTER,308 E THIRD ST,LIBBY,MT,59923,2023-08-17,Health,F,Resident Rights Deficiencies,0550,"Honor the resident's right to a dignified existence, self-determination, communication, and to exercise his or her rights.",D,"Deficient, Provider has date of correction",2023-09-15,3,Y,N,N,N,N,"308 E THIRD ST,LIBBY,MT,59923",2026-08-01
275040,LIBBY CARE CENTER,308 E THIRD ST,LIBBY,MT,59923,2023-08-17,Health,F,Resident Rights Deficiencies,0551,Give the resident's representative the ability to exercise the resident's rights.,D,"Deficient, Provider has date of correction",2023-09-15,3,Y,Y,N,N,N,"308 E THIRD ST,LIBBY,MT,59923",2026-08-01
275040,LIBBY CARE CENTER,308 E THIRD ST,LIBBY,MT,59923,2023-08-17,Health,F,Resident Rights Deficiencies,0623,"Provide timely notification to the resident, and if applicable to the resident representative and ombudsman, before transfer or discharge, including appeal rights.",D,"Deficient, Provider has date of correction",2023-09-15,3,Y,Y,N,N,N,"308 E THIRD ST,LIBBY,MT,59923",2026-08-01
275040,LIBBY CARE CENTER,308 E THIRD ST,LIBBY,MT,59923,2023-08-17,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,D,"Deficient, Provider has date of correction",2023-09-15,3,Y,Y,N,N,N,"308 E THIRD ST,LIBBY,MT,59923",2026-08-01
275040,LIBBY CARE CENTER,308 E THIRD ST,LIBBY,MT,59923,2023-08-17,Health,F,Resident Assessment and Care Planning Deficiencies,0660,Plan the resident's discharge to meet the resident's goals and needs.,D,"Deficient, Provider has date of correction",2023-09-15,3,Y,Y,N,N,N,"308 E THIRD ST,LIBBY,MT,59923",2026-08-01
275040,LIBBY CARE CENTER,308 E THIRD ST,LIBBY,MT,59923,2023-08-17,Health,F,Infection Control Deficiencies,0881,Implement a program that monitors antibiotic use.,D,"Deficient, Provider has date of correction",2023-09-15,3,Y,N,N,N,N,"308 E THIRD ST,LIBBY,MT,59923",2026-08-01
275043,VILLAGE HEALTH & REHABILITATION,2651 SOUTH AVE W,MISSOULA,MT,59804,2025-11-19,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0609,"Timely report suspected abuse, neglect, or theft and report the results of the investigation to proper authorities.",D,"Deficient, Provider has date of correction",2025-12-09,1,N,Y,N,N,N,"2651 SOUTH AVE W,MISSOULA,MT,59804",2026-08-01
275043,VILLAGE HEALTH & REHABILITATION,2651 SOUTH AVE W,MISSOULA,MT,59804,2025-08-28,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,G,"Deficient, Provider has date of correction",2025-09-23,1,N,Y,N,N,N,"2651 SOUTH AVE W,MISSOULA,MT,59804",2026-08-01
275043,VILLAGE HEALTH & REHABILITATION,2651 SOUTH AVE W,MISSOULA,MT,59804,2025-08-28,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",F,"Deficient, Provider has date of correction",2025-09-23,1,Y,N,N,N,N,"2651 SOUTH AVE W,MISSOULA,MT,59804",2026-08-01
275043,VILLAGE HEALTH & REHABILITATION,2651 SOUTH AVE W,MISSOULA,MT,59804,2025-08-28,Health,F,Resident Rights Deficiencies,0580,"Immediately tell the resident, the resident's doctor, and a family member of situations (injury/decline/room, etc.)  that affect the resident.",D,"Deficient, Provider has date of correction",2025-09-23,1,N,Y,N,N,N,"2651 SOUTH AVE W,MISSOULA,MT,59804",2026-08-01
275043,VILLAGE HEALTH & REHABILITATION,2651 SOUTH AVE W,MISSOULA,MT,59804,2025-08-28,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0609,"Timely report suspected abuse, neglect, or theft and report the results of the investigation to proper authorities.",D,"Deficient, Provider has date of correction",2025-09-23,1,N,Y,N,N,N,"2651 SOUTH AVE W,MISSOULA,MT,59804",2026-08-01
275043,VILLAGE HEALTH & REHABILITATION,2651 SOUTH AVE W,MISSOULA,MT,59804,2025-08-28,Health,F,Nursing and Physician Services Deficiencies,0726,Ensure that nurses and nurse aides have the appropriate competencies to care for every resident in a way that maximizes each resident's well being.,D,"Deficient, Provider has date of correction",2025-09-23,1,Y,N,N,N,N,"2651 SOUTH AVE W,MISSOULA,MT,59804",2026-08-01
275043,VILLAGE HEALTH & REHABILITATION,2651 SOUTH AVE W,MISSOULA,MT,59804,2025-08-28,Health,F,Nutrition and Dietary Deficiencies,0808,"Ensure therapeutic diets are prescribed by the attending physician and may be delegated to a registered or licensed dietitian, to the extent allowed by State law.",D,"Deficient, Provider has date of correction",2025-09-23,1,Y,N,N,N,N,"2651 SOUTH AVE W,MISSOULA,MT,59804",2026-08-01
